Task Type,Task ID,Task Name,Status,Task Content,Assignee,Priority,Latest Comment,Comment Count,Assigned Comment Count,Due Date,Start Date,Date Created,Date Updated,Date Closed,Date Done,Created By,Space,Folder,List,Subtask ID's,Subtask URL's,tags,Lists,Sprints,Linked Tasks,Linked Docs,Time Logged,Time Logged Rolled Up,Time Estimate,Time In Status,Points Estimate,Points Estimate Rolled Up,Ad-Hoc Capacity (number),Additional Comments (text),Assets Check Days (short text),Category (drop down),Context (labels),Coordinator (drop down),External Comms (Form Entry) (drop down),FADMIN Merchant Page (url),FQC (drop down),FQC (Form Entry) (drop down),FQC Capacity (number),FTP Path (url),Flyer Cadence (drop down),Flyer Review (drop down),Flyer Review Guide (url),Flyer Run (url),Flyer Type ID (short text),Focus (drop down),Lead (drop down),Lead (Form Entry) (short text),Merchant (drop down),Merchant ID (short text),Merchant Name (short text),OneGuide (url),Package (drop down),Page Swap Guide Audit (drop down),Page Swaps & Revisions (drop down),Page Swaps & Revisions (Form Entry) (drop down),Parent Banner (drop down),Preview Days (short text),Processor (Form Entry) (short text),Requester Name (short text),Retailer (drop down),Retailer Info (labels),Segment (drop down),Tier (drop down),Total Capacity Owned (formula),Upload (drop down),Upload (Form Entry) (drop down),Upload Capacity (number),⚡ Create New Run Task on PS Board (button),👀 Off-App Check (drop down),🗓 Scheduled Until (date)
Task,86duaxntt,Marché Leo's,active retailers,"Tier is an estimate as it’s a newly onboarded retailer
",[],none,,0,0,,,"Wednesday, August 7th 2024, 9:24:24 am -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,15146 hours,,0,0,,6,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/6345/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/6345/ftp_files,Monthly,,,,10574,,Addie Dobson,,,6345,,https://docs.google.com/document/d/1ByuIWrM-fIEhE8VE174U_vMG7-w0XkZyUeWkMRSOFd0/edit,,,PS Eligible,,,,,,Marché Leo's,,Longtail,4,30,PS Eligible,,15,,,"Monday, December 1st 2025"
Task,86e0k1gu0,Mariana's Supermarkets,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:52 pm -04:00","Thursday, April 16th 2026, 11:29:17 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,23h,725 hours,,0,,,8,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/3188/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3188/ftp_files,Bi-Weekly,,,,5004,,Addie Dobson,,,3188,,https://docs.google.com/document/d/1j_zyFFJT8aNyMiobeAnd8GUNMFksel6o03UlQLye0Ns/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Mariana's Supermarkets,,Longtail,,,PS Eligible,,,,,
Task,86dtu2pvu,Mark's,active retailers,"Markâ€™s uses a second flyer type 374 - L'Equipeur in the Markâ€™s merchant page where it is cloned to the [L'Ã‰quipeur|https://flyers.merchants.wishabi.ca/merchants/6082] merchant.
Technically there are 2 flyers uploaded, 2 FQCd and 1 clone = 3 flyers overall.
Linking doc is a pdf with SKUs attached which needs to be uploaded to a specific Google Drive linked in the account guide.
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:17 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,,Apparel,,Clifford Fernandes,,https://fadmin.flippback.com/merchants/1996/dashboard,PS Eligible,,50,https://fadmin.flippback.com/merchants/1996/ftp_files,Ad-Hoc,,,,62374,,Julia Burch,,,1996,,https://docs.google.com/document/d/1r7d4NSK1zUephrsRRNTVFI3yWcEFR-huZ70R72c3SQc/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Canadian Tire,,,,Mark's,,Core PLUS,2,85,PS Eligible,,35,,,
Task,86dtu2q74,Market Street,active retailers,"All 4 merchants have one weekly ad delivered over 1 email (all share the same single codesheet).
Once the email comes in, Flex must forward the email 3 more times to create unique cards.
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:25:07 pm -04:00","Thursday, April 30th 2026, 11:26:53 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,7,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/2352/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/2352/ftp_files,Weekly,,,,2755,,Julia Burch,,,2352,,https://docs.google.com/document/d/1-A75uQsG2J1Buxu8DUmWJ4pAiXOwZL4Y4VDVqQ7kQkA/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,4,,,Market Street,,Core PLUS,1,25,PS Eligible,,10,,,"Monday, February 22nd 2027"
Task,86dtu2pw8,Marketplace IGA,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:18 pm -04:00","Thursday, April 16th 2026, 8:15:11 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,5,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/2317/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/2317/ftp_files,Weekly,,,,2422,,Megan Kernaghan,,,2317,,https://docs.google.com/document/d/1L3j0DHPnY6UYGXjn_MwkKxlXCoGsGxbasmC2ONG38xc/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,IGA,,,,Marketplace IGA,,Organic Indexed,,15,PS Eligible,,5,,,"Thursday, December 17th 2026"
Task,86e0k1ghj,Martin's Foods,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:40 pm -04:00","Thursday, April 16th 2026, 11:30:22 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,120h,725 hours,,0,,,8,Grocery,,Rachel Kyryliuk,,https://fadmin.flippback.com/merchants/2418/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2418/ftp_files,Weekly,,,,5541,,Jenna Toppan,,,2418,,https://docs.google.com/document/d/1_QakDsRnIaJxYVckQgnHHolXDvpAr4ICQYfk0s4bU3w/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Martin's Foods,,Core,,,PS Eligible,,,,,
Task,86dtu2pwc,Martin's Super Markets,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:19 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,,,8,Grocery,,Marion Kang,,https://fadmin.flippback.com/merchants/3405/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3405/ftp_files,Weekly,,,,3481,,SE,,,3405,,https://docs.google.com/document/d/1KpVxoOw2cDqbj8sBOZI3coBMhuOOCg6Wido0DPWV03E/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,SpartanNash,,,,Martin's Super Markets,,Longtail,,,PS Eligible,,,,,"Saturday, December 26th 2026"
Task,86dtu2pwm,Materio,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:21 pm -04:00","Thursday, April 16th 2026, 9:40:21 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,5406 hours,,0,0,,6,"Home Goods, Furniture & Appliances",,Marion Kang,,https://fadmin.flippback.com/merchants/4789/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/4789/ftp_files,Weekly,,,,10889,,SE,,,4789,,https://docs.google.com/document/d/1nDE68ea1Ui5XXuaSHdT1-gPXnWxsoW8-2kJTQX3lQK0/edit?tab=t.0#heading=h.cupbs4fbr4xl,,Generic Instructions,PS Eligible,,,,,,Materio,,Longtail,4,25,PS Eligible,,10,,,
Task,86dtu2pwq,MB Country Living,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:22 pm -04:00","Thursday, April 16th 2026, 11:31:04 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,,N/A,,,,https://fadmin.flippback.com/merchants/6066/dashboard,PS Eligible,,5,https://fadmin.flippback.com/merchants/6066/ftp_files,Ad-Hoc,,,,10098,,,,,6066,,https://docs.google.com/document/d/1nSxZtBfsZG-_92dH_hGw0s3ZnUJaYPt4CgSkuE05J80/edit#heading=h.b67j2r6h5nbx,,,OPS,,,,,,MB Country Living,,No Active Relationship,4,20,PS Eligible,,10,,,
Task,86dtu2pww,Meijer,active retailers,"Make sure that stores are assigned correctly, they often differ per flyer
Always only available on hosted
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:23 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/2281/ftp_files,Ad-Hoc,,,,6110,,Julia Burch,,,2281,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?tab=t.0#heading=h.9rwm1ivwyadx,,,OPS,,,,,,Meijer,,Core,1,20,PS Eligible,,10,,,
Task,86e0ku9ft,Meijer,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:47 pm -04:00","Thursday, April 16th 2026, 11:31:11 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,150h,725 hours,,0,,,7,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281-1/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2281-1/ftp_files,Weekly,,,,12233,,Julia Burch,,,2281-1,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?usp=sharing,,,OPS,,,,,,Meijer,,Core,,,PS Eligible,,,,,
Task,86e0ku9gy,Meijer,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:48 pm -04:00","Thursday, April 16th 2026, 11:31:13 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,90h,725 hours,,0,,,7,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2281/ftp_files,Weekly,,,,542,,Julia Burch,,,2281,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?usp=sharing,,,OPS,,,,,,Meijer,,Core,,,PS Eligible,,,,,
Task,86e0ku9h0,Meijer,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:48 pm -04:00","Thursday, April 16th 2026, 11:31:19 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40h,725 hours,,0,,,7,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2281/ftp_files,Weekly,,,,7306,,Julia Burch,,,2281,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?usp=sharing,,,OPS,,,,,,Meijer,,Core,,,PS Eligible,,,,,
Task,86e0ku9h7,Meijer,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:49 pm -04:00","Thursday, April 16th 2026, 11:31:22 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40h,725 hours,,0,,,7,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2281/ftp_files,Ad-Hoc,,,,7025,,Julia Burch,,,2281,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?usp=sharing,,,OPS,,,,,,Meijer,,Core,,,PS Eligible,,,,,
Task,86e0ku9hk,Meijer,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:49 pm -04:00","Thursday, April 16th 2026, 11:31:26 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40h,725 hours,,0,,,7,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2281/ftp_files,Ad-Hoc,,,,5986,,Julia Burch,,,2281,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?usp=sharing,,,OPS,,,,,,Meijer,,Core,,,PS Eligible,,,,,
Task,86e0ku9hq,Meijer,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:49 pm -04:00","Thursday, April 16th 2026, 11:31:30 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40h,725 hours,,0,,,7,General Merch,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/2281/dashboard,OPS,,,https://fadmin.flippback.com/merchants/2281/ftp_files,Ad-Hoc,,,,7029,,Julia Burch,,,2281,,https://docs.google.com/document/d/1a0dT6vR1xS-lmVgsuA3W4UtsFbIAziCBzc6j9X537Ww/edit?usp=sharing,,,OPS,,,,,,Meijer,,Core,,,PS Eligible,,,,,
Task,86durc3gm,Metcalfe's,active retailers,"Part of Spartannash Independent Onboarding
",[],none,,0,0,,,"Wednesday, September 25th 2024, 3:37:08 pm -04:00","Thursday, April 16th 2026, 8:15:22 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,13606 hours,,0,15,,15,Grocery,,Marion Kang,,https://fadmin.flippback.com/merchants/3042/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3042/ftp_files,Weekly,,,,11855,,Rachel Kyryliuk,,,3042,,https://docs.google.com/document/d/11nBej2Mg5fQvG_SWCt8pMfJQfbWkJx5SmLXd-lluPv4/edit,,,OPS,,SpartanNash,,,,Metcalfe's,,Longtail,1,25,PS Eligible,,0,,,"Wednesday, January 13th 2027"
Task,86du8ja5p,Meubles RD,active retailers,"Flex completes FQC up to the FQC checklist. Doc will complete checklist, add triggers & deep links.
",[],none,,0,0,,,"Tuesday, July 30th 2024, 12:55:07 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40m,15338 hours,,0,0,,7,"Home Goods, Furniture & Appliances",,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/3474/dashboard,PS Eligible,,30,https://fadmin.flippback.com/merchants/3474/ftp_files,Weekly,,,,3565,,Kayla Summerhayes,,,3474,,https://docs.google.com/document/d/1HUqZRg1jTOCrDSGEafR40fjgtU4kAqOMzC3CZb5lm40/edit#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Meubles RD,,Longtail,2,50,PS Eligible,,20,,,"Sunday, February 21st 2027"
Task,86dtu2px9,Michaels Canada,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:26 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,,,7,Arts & Crafts,,Shabaz Malik,,https://fadmin.flippback.com/merchants/2597/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2597/ftp_files,Weekly,,,,2567,,Jenna Toppan,,,2597,,https://docs.google.com/document/d/1jhv9wccPLjEWSIWHQ2iXAoxMcokADt-iWuW6JBMS82g/edit#heading=h.y2dgj7b691i1,,,OPS,,,,,,Michaels Canada,,Longtail,1,,PS Eligible,,,,,"Thursday, January 22nd 2026"
Task,86dtu2pxc,Michaels USA,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:27 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,,,7,Arts & Crafts,,Shabaz Malik,,https://fadmin.flippback.com/merchants/2362/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2362/ftp_files,Weekly,,,,2568,,Jenna Toppan,,,2362,,https://docs.google.com/document/d/1jhv9wccPLjEWSIWHQ2iXAoxMcokADt-iWuW6JBMS82g/edit#heading=h.y2dgj7b691i1,,,OPS,,,,,,Michaels USA,,Longtail,4,,PS Eligible,,,,,"Saturday, January 24th 2026"
Task,86dzp2nua,Midtown Fresh Market,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:59 pm -05:00","Thursday, April 16th 2026, 8:15:45 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Shabaz Malik,,https://fadmin.flippback.com/merchants/6769/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6769/ftp_files,Bi-Weekly,,,,12037,,Rachel Kyryliuk,,,6769,,https://docs.google.com/document/d/11nBej2Mg5fQvG_SWCt8pMfJQfbWkJx5SmLXd-lluPv4/edit?tab=t.0#heading=h.gejosyr0iiv6,,,OPS,,,,,,,,Longtail,,,PS Eligible,,,,,
Task,86e0k1gu5,Millbank Hardware,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:52 pm -04:00","Thursday, April 16th 2026, 11:32:14 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,35h,725 hours,,0,,,5,"Home Goods, Furniture & Appliances",,Rushia Fernandes,,https://fadmin.flippback.com/merchants/6751/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6751/ftp_files,Monthly,,,,11968,,Addie Dobson,,,6751,,https://docs.google.com/document/d/1LLm4b1qrb4y7EStNNxbq2Qlqw31eYfFronXYkt-jrr4/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,,,Longtail,,,PS Eligible,,,,,
Task,86dtu2pxg,Mondou,active retailers,"Files often delayed
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:28 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,20,,10,Pet Care,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/3318/dashboard,PS Eligible,,35,https://fadmin.flippback.com/merchants/3318/ftp_files,Bi-Weekly,,,,3356,,Addie Dobson,,,3318,,https://docs.google.com/document/d/1c1TXrCicnEd8FAJRkfanmcQdd_hwv8qSWxZMtheGBI4/edit?tab=t.0,,,OPS,,,2,,,Mondou,,Longtail,4,70,PS Eligible,,15,,,
Task,86dtu2pxk,Nature's Emporium (Bi-Weekly),active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:30 pm -04:00","Thursday, April 16th 2026, 9:41:37 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,7,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3097/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3097/ftp_files,Bi-Weekly,,,,3656,,SE,,,3097,,https://docs.google.com/document/d/1XGFY8wQMJAcjC8AIfqukju7gm4KCQWFU5GBLeRqa9Zk/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Nature's Emporium (Bi-Weekly),,Longtail,4,20,PS Eligible,,5,,,"Wednesday, February 25th 2026"
Task,86dtu2pxn,Nature's Emporium (Weekly),active retailers,"Often short lead time
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:31 pm -04:00","Thursday, April 16th 2026, 9:41:38 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,7,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3097/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3097/ftp_files,Weekly,,,,10565,,SE,,,3097,,https://docs.google.com/document/d/1XGFY8wQMJAcjC8AIfqukju7gm4KCQWFU5GBLeRqa9Zk/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Nature's Emporium (Weekly),,Longtail,4,20,PS Eligible,,5,,,"Thursday, February 26th 2026"
Task,86dtu2pxp,Nature's Fare Markets,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:32 pm -04:00","Thursday, April 16th 2026, 9:41:47 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,7,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3663/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3663/ftp_files,Bi-Weekly,,,,3657,,SE,,,3663,,https://docs.google.com/document/d/1qLBZJRRcLVoX-wcgkBNBQQB-LBl4goxe0hnlD2QKupQ/edit#heading=h.y2dgj7b691i1,,,OPS,,,,,,Nature's Fare Markets,,Longtail,4,20,PS Eligible,,10,,,"Wednesday, September 16th 2026"
Task,86dtu2pxr,Nature's Source and Nature's Signature,active retailers,"Retailer sends files all over the place -- not consistent.
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:34 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,20m,16460 hours,,0,5,,10,Pharmacy,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3938/dashboard,PS Eligible,,5,https://fadmin.flippback.com/merchants/3938/ftp_files,Monthly,,,,9777,,Roni Grigorian,,,3938,,https://docs.google.com/document/d/12HVgAJGpncuJPKVCmZbjmrQI8du8uy7DxSzo_MPyuZk/edit,,,PS Eligible,,,,,,Nature's Source and Nature's Signature,,Longtail,4,20,PS Eligible,,10,,,
Task,86dzp2p8r,Navarro Discount Pharmacy,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:37 pm -05:00","Thursday, April 16th 2026, 11:32:47 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Pharmacy,,Hannah Schiff-Kearn,,https://fadmin.flippback.com/merchants/3026/dashboard,OPS,,,https://fadmin.flippback.com/merchants/3026/ftp_files,Weekly,,,,7797,,Kayla Summerhayes,,,3026,,https://docs.google.com/document/d/1IHjYNkHXNY6nLtOa_oKs2ZSrKa41BWveiKrzBAU2B9w/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,CVS,,,,,,Core,,,PS Eligible,,,,,
Task,86dtu2py0,Nesters Market (Weekly),active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:23:36 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,6,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3321/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/3321/ftp_files,Weekly,,,,9324,,Kim Potashner,,,3321,,https://docs.google.com/document/d/1s-Du9XY4DYUmZEYHbK0CW7aM5oZFpJQK10ND6wgyZyI/edit#heading=h.y2dgj7b691i1,,,OPS,,Pattison Food Group,,,,Nesters Market (Weekly),,Core,4,20,PS Eligible,,0,,,"Wednesday, September 23rd 2026"
Task,86dubzg3y,Notre Dame Home Furnishings,active retailers,"Hosted Set-Up (With Postal Code Select)
",[],none,,0,0,,,"Monday, August 12th 2024, 10:26:49 am -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,25m,14982 hours,,0,0,,7,Home Improvement,,Ebony Powell,,https://fadmin.flippback.com/merchants/6507/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/6507/ftp_files,Monthly,,,,11079,,Addie Dobson,,,6507,,https://docs.google.com/document/d/1ZZVgnx2Iie-wUUgfRmYDyT-Mvy97JZPbEvET_lC9GX8/edit?usp=sharing,,,PS Eligible,,,,,,Notre Dame Home Furnishings,,Longtail,3,25,PS Eligible,,10,,,
Task,86e0k1gu9,Nutters Everyday Naturals,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:52 pm -04:00","Thursday, April 16th 2026, 11:33:01 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,33h,725 hours,,0,,,7,Health & Supplements,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/6420/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6420/ftp_files,Ad-Hoc,,,,12069,,Addie Dobson,,,6420,,https://docs.google.com/document/d/1MAYyV_xB2nYPgEZKhi8Zp6lsi2GYtY4rPigiv4dKULY/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,,,Longtail,,,PS Eligible,,,,,
Task,86dzp0ze0,Olesons Farm Fresh Markets,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 3:48:09 pm -05:00","Thursday, April 16th 2026, 8:16:16 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,25h,1990 hours,,0,,,4,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/5045/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5045/ftp_files,Weekly,,,,12218,,SE,,,5045,,https://docs.google.com/document/d/11nBej2Mg5fQvG_SWCt8pMfJQfbWkJx5SmLXd-lluPv4/edit?tab=t.0#heading=h.35qcqd1orzvx,,,PS Eligible,,SpartanNash,,,,Olesons Farm Fresh Markets,,Longtail,Longtail,,PS Eligible,,,,,
